LFS_NR,AF_DATUM,ARTIKEL_NR,MANDANT,KUNDE,KUNDEN_NR,STANDORT,STANDORT_NR,HERKUNFT,HERKUNFT_NR,Monat,AF_STATUS,GT_BEZEICHNUNG,LPOS_BEZEICHNUNG,LPOS_MENGE,LPOS_ME,ZIEL_KURZ,LIEFERANT,LIEFERANTEN_NR,BEFOERDERER,LST_ART,ZU_AB,FAHRZEUGKNZ
5356938,05.08.2025 00:00:00,78E6010,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,RH Horrheim,59124,Benningen,2,Aug.,offen,ABR 40 mit Deckel UM,Gruppe 1 (Wärmeüberträger),"0,0000",to,Riwald Electronics Eppinge,,,,Verwertung,Herkunft/Ziel,
5347816,31.07.2025 00:00:00,61G1010,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,"Umladestation GWV, Korntal",172789,"Umladestation GWV, Korntal",172789,Juli,zugeordnet,DS 100 Mischglas Hohlglas BellandVision,DS 100 Mischglas Hohlglas BellandVision,"0,0000",to,Wiegand,,,,Verwertung,Herkunft/Ziel,
5347832,01.08.2025 00:00:00,61G1010,01,"Abfallverwertungsgesellschaft
des Landkreises Ludwigsburg mbH",103614,"Umladestation V+D, Illingen",172791,"Umladestation V+D, Illingen",172791,Aug.,rückgemeldet,DS 100 Mischglas Hohlglas BellandVision,DS 100 Mischglas Hohlglas BellandVision,"25,4800",to,Wiegand,,,,Verwertung,Herkunft/Ziel,BZ GT 520
5352807,30.07.2025 00:00:00,75E1040,01,RIWALD Electronics Recycling GmbH,103624,RIWALD Electronics,59192,Benningen,2,Juli,erledigt,Output Benningen Kühl- und Gefriergeräte (gewerblich),Kühl- und Gefriergeräte,"2,3200",to,Riwald Electronics Eppinge,RIWALD Electronics,8763,Weber,Verwertung,Herkunft/Ziel,LB DB 179
5369241,06.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MHKW Pirmasens,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MHKW Pirmasens,TPLUS,8454,,Beseitigung,Herkunft/Ziel,Engel
5369238,04.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MHKW Pirmasens,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MHKW Pirmasens,TPLUS,8454,,Beseitigung,Herkunft/Ziel,Engel
5369300,05.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MHKW Pirmasens,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MHKW Pirmasens,TPLUS,8454,,Beseitigung,Herkunft/Ziel,Hotz
5369368,04.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MVA Offenbach,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Offenbach,,,,Beseitigung,Herkunft/Ziel,Engel
5369414,07.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,offen,Output Heilbronn - Landkreis Heilbronn zu MVA Mannheim,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Mannheim,,,,,,
5369475,04.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,offen,Output Heilbronn - Landkreis Heilbronn zu MVA Mannheim,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Mannheim,,,,,,
5369611,08.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MVA Mannheim,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,Thum
5369607,06.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MVA Mannheim,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,Thum
5344765,30.07.2025 00:00:00,90B0000,03,TPLUS GmbH,103625,MVA,102507,Benningen HAPART,3,Juli,rückgemeldet,B-Abfälle,B-Abfälle,"7,9400",to,MVA Stuttgart,TPLUS,8454,,Verwertung,Herkunft/Ziel,
5344766,31.07.2025 00:00:00,90B0000,03,TPLUS GmbH,103625,MVA,102507,Benningen HAPART,3,Juli,zugeordnet,B-Abfälle,B-Abfälle,"0,0000",to,MVA Stuttgart,TPLUS,8454,,Verwertung,Herkunft/Ziel,
5347027,31.07.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - Landkreis Heilbronn zu MHKW Pirmasens,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"23,7800",to,MHKW Pirmasens,TPLUS,8454,,Beseitigung,Herkunft/Ziel,LB PT 6677
5347028,01.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MHKW Pirmasens,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MHKW Pirmasens,TPLUS,8454,,Beseitigung,Herkunft/Ziel,Thum
5347033,01.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MHKW Pirmasens,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MHKW Pirmasens,TPLUS,8454,,Beseitigung,Herkunft/Ziel,Hotz
5369353,06.08.2025 00:00:00,90B0000,03,TPLUS GmbH,103625,MVA,102507,Benningen HAPART,3,Aug.,zugeordnet,B-Abfälle,B-Abfälle,"0,0000",to,MVA Stuttgart,TPLUS,8454,,Verwertung,Herkunft/Ziel,
5348063,01.08.2025 00:00:00,18S1010,02,TPLUS GmbH,103625,TPLUS,59194,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Landkreis Heilbronn zu MVA Offenbach,Hausmüll (Restmüll kommunal) Landkreis Heilbronn,"0,0000",to,MVA Offenbach,,,,Beseitigung,Herkunft/Ziel,Hotz
5369524,07.08.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Aug.,zugeordnet,Output Benningen - Restmüll MVA Mannheim,Restmüll,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,Reichert
5369528,08.08.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Aug.,zugeordnet,Output Benningen - Restmüll MVA Mannheim,Restmüll,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,Reichert
5369554,05.08.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Aug.,zugeordnet,Output Benningen - Restmüll MVA Mannheim,Restmüll,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,Thum
5369558,07.08.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Aug.,zugeordnet,Output Benningen - Restmüll MVA Mannheim,Restmüll,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,Thum
5369560,08.08.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Aug.,zugeordnet,Output Benningen - Restmüll MVA Mannheim,Restmüll,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,Thum
5369582,09.08.2025 00:00:00,18S1010,01,TPLUS GmbH,103625,TPLUS,59194,Benningen,2,Aug.,zugeordnet,Output Benningen - Restmüll MVA Mannheim,Restmüll,"0,0000",to,MVA Mannheim,,,,Beseitigung,Herkunft/Ziel,OFFEN
5343478,01.08.2025 00:00:00,10S1035,12,"GWV Gesellschaft für
Wertstoffverwertung mbH",103633,GWV,59219,Walldorf,1631,Aug.,zugeordnet,Output FRASSUR - gemischte Bau- und Abbruchabfälle zur GWV Remseck,gemischte Bau- und Abbruchabfälle,"0,0000",to,GWV,GWV,8121,,Verwertung,Herkunft/Ziel,
5346987,31.07.2025 00:00:00,20P1061,02,Nordwestdeutsche Papierrohstoff GmbH & Co. KG,103661,Nordwestdeutsche,59281,Öhringen,295,Juli,zugeordnet,Output Öhringen - Natron II W52 Vertragsmenge zu NWD,Natron Welle 2 W52 (4.03.00 Ausgang),"0,0000",to,Nordwestdeutsche,Nordwestdeutsche,9463,,Verwertung,Herkunft/Ziel,
5347003,30.07.2025 00:00:00,10S2020,01,"GOA Gesellschaft im Ostalbkreis
für Abfallbewirtschaftung mbH",103679,Goa,59323,Benningen,2,Juli,rückgemeldet,Output Benningen - Sonstige Abfälle a.d.mech.Behandlung,Sonstige Abfälle a.d.mech.Behandlung,"23,7900",to,Ellert GAA,Goa,10628,KURZ Entsorgung,Verwertung,Herkunft/Ziel,SHA RR 351
5368743,06.08.2025 00:00:00,30H1070,02,Rheinspan GmbH & Co. KG,103684,Rheinspan,59334,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Hackschnitzel QUALITÄT 1 zu Rheinspan,Holz AI Hackschnitzel Qualität 1,"0,0000",to,Rheinspan,Rheinspan,,,Verwertung,Herkunft/Ziel,
5346803,31.07.2025 00:00:00,30H1070,02,Rheinspan GmbH & Co. KG,103684,Rheinspan,59334,Schwaigern,4,Juli,zugeordnet,Output Schwaigern - Hackschnitzel QUALITÄT 1 zu Rheinspan,Holz AI Hackschnitzel Qualität 1,"0,0000",to,Rheinspan,Rheinspan,,,Verwertung,Herkunft/Ziel,
5349799,30.07.2025 00:00:00,18S1035,02,RETERRA Erden Süd GmbH,106430,RETERRA,65022,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - Biomüll kommunal zu Bauer Kompost Bad Rappenau,Biomüll kommunal,"25,2000",to,Bauer Kompost,,,,Verwertung,Herkunft/Ziel,HN BK 353
5341695,31.07.2025 00:00:00,18S1010,02,Abfallwirtschaft Hohenlohekreis,107743,Hohenlohekreis,67232,Heilbronn Austraße,358,Juli,zugeordnet,Output Heilbronn - Hohenlohekreis Kontingent EEW,Hausmüll (Restmüll kommunal) Landkreis Hohenlohe,"0,0000",to,MVA Göppingen,,,,Beseitigung,Herkunft/Ziel,
5369367,05.08.2025 00:00:00,70M1160,01,ProMetall GmbH,107705,ProMetall GmbH,157125,Benningen,2,Aug.,offen,Brennschrott,Brennschrott,"0,0000",to,ProMetall,,,,Verwertung,Herkunft/Ziel,
5327549,06.08.2025 00:00:00,11S1020,01,"Landratsamt Schwäbisch Hall
-Amt für Abfallwirtschaft-
",109427,Umladestation Kirchberg,172742,Kirchberg,923,Aug.,offen,Reclay Redual,DS 600 LVP (wie gesammelt) Reclay Redual,"0,0000",to,Schwaigern,,,,Verwertung,Herkunft/Ziel,
5341281,31.07.2025 00:00:00,11S1020,01,"Landratsamt Schwäbisch Hall
-Amt für Abfallwirtschaft-
",109427,Umladestation Kirchberg,172742,Kirchberg,923,Juli,rückgemeldet,Zentek,DS 600 LVP (wie gesammelt) Zentek,"13,5400",to,Schwaigern,,,KURZ Entsorgung,Verwertung,Herkunft/Ziel,SHA RR 351
5352777,05.08.2025 00:00:00,11S1020,01,"Landratsamt Schwäbisch Hall
-Amt für Abfallwirtschaft-
",109427,Umladestation Kirchberg,172742,Kirchberg,923,Aug.,zugeordnet,PreZero,DS 600 LVP (wie gesammelt) PreZero,"0,0000",to,PreZero Ölbronn,,,,Verwertung,Herkunft/Ziel,
5352785,08.08.2025 00:00:00,11S1020,01,"Landratsamt Schwäbisch Hall
-Amt für Abfallwirtschaft-
",109427,Umladestation Kirchberg,172742,Kirchberg,923,Aug.,zugeordnet,BellandVision,DS 600 LVP (wie gesammelt) BellandVision,"0,0000",to,Schwaigern,,,KURZ Entsorgung,Verwertung,Herkunft/Ziel,SHA RR 351
5356383,05.08.2025 00:00:00,20P1030,01,DS Smith Recycling Deutschland GmbH,111195,DS Smith Recycling,72996,Benningen,2,Aug.,offen,Output Benningen - Kartonage B19 ALDI Vertrag 2021 zu DS Smith,Kartonage B19,"0,0000",to,DS Smith Recycling,DS Smith Recycling Raubling,,,,,
5346899,31.07.2025 00:00:00,51B1021,02,"Paul Kleinknecht GmbH & Co. KG
Schotter- und Splittwerke",111334,Kleinknecht,73219,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - Bauschutt zu Kleinknecht,Bauschutt,"25,5600",to,Kleinknecht,"Kleinknecht, Paul",9113,"Kleinknecht, Paul",Verwertung,Herkunft/Ziel,KÜN ST 204
5356515,04.08.2025 00:00:00,62G1010,12,"MS Mayer Seubert
Umweltservice GmbH",111258,Seubert,73103,Walldorf,1631,Aug.,zugeordnet,Output FRASSUR - Flachglas,Flachglas,"0,0000",to,MS Umweltservice,MS Umweltservice,,,Verwertung,Herkunft/Ziel,
5326972,04.08.2025 00:00:00,20P1030,02,GreenCycle GmbH,113631,GreenCycle,77787,Heilbronn Benzstraße,356,Aug.,zugeordnet,Output Heilbronn - Kartonage B19 Lidl + Kaufland Menge,Kartonagen B19,"0,0000",to,Greencycle,GreenCycle,113631,,Verwertung,Herkunft/Ziel,
5356601,06.08.2025 00:00:00,53B1010,02,RUZ Mineralik GmbH,114211,RUZ,81144,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Baustoffe auf Gipsbasis,Baustoffe auf Gipsbasis,"0,0000",to,TKDZ Wellen,RUZ Mineralik,9371,,Verwertung,Herkunft/Ziel,
5353155,08.08.2025 00:00:00,20P1031,01,Palm Recycling GmbH & Co. KG,117080,Palm,87656,Bruchsal,504,Aug.,zugeordnet,Output Bruchsal - Kartonage B19 Bereitstellung dm Vaihingen zu Palm,Kartonagen B19 (1.04.00 Ausgang),"0,0000",to,Palm Aalen,Palm Recycling,10098,,Verwertung,Herkunft/Ziel,
5356623,31.07.2025 00:00:00,40K8070,01,PB Solutions GmbH,117323,PB Solutions,105662,Benningen,2,Juli,erledigt,Output Benningen - PP Kisten sortenrein zu PB Solutions,PP Kisten sortenrein,"3,9000",to,PB Solutions,,,,Verwertung,Herkunft/Ziel,KA SI 2450
5320222,29.08.2025 00:00:00,70M1130,01,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Kirchberg,923,Aug.,zugeordnet,Output Kirchberg Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5320222,29.08.2025 00:00:00,70M1130,01,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Kirchberg,923,Aug.,zugeordnet,Output Kirchberg Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5320218,01.08.2025 00:00:00,70M1130,01,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Kirchberg,923,Aug.,zugeordnet,Output Kirchberg Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5320218,01.08.2025 00:00:00,70M1130,01,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Kirchberg,923,Aug.,zugeordnet,Output Kirchberg Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5331880,27.08.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5331880,27.08.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5369078,21.08.2025 00:00:00,70M1520,01,SKB Rohstoff und Recycling GmbH,117619,SKB,88688,Kirchberg,923,Aug.,zugeordnet,Blechabfälle lang,Blechabfälle lang,"0,0000",to,SKB,SKB,,,Verwertung,Herkunft/Ziel,
5347679,30.07.2025 00:00:00,11S1043,02,"Alba Nordbaden GmbH
c/o ALBA Management GmbH",118569,Alba,90389,Schwaigern,4,Juli,erledigt,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ALBA KA,DS 365 Ersatzbrennstoffvorprodukt_02,"24,7000",to,Alba Nordbaden KA EBS,ALBA Nordbaden,,Parlak Transport,Verwertung,Herkunft/Ziel,PF MC 3344
5346853,31.07.2025 00:00:00,45K1010,02,Heidelberg Materials AG,119069,Heidelberg Materials AG,91281,Öhringen,295,Juli,erledigt,Output Öhringen - PKW / LKW Reifen ohne Felgen zu HDCement Lengfurt/Triefenstein,PKW Reifen ohne Felgen,"12,8600",to,HeidelbergCement Lengfurt,Heidelberg Materials AG,9647,,Verwertung,Herkunft/Ziel,PF E 851
5275340,11.09.2025 00:00:00,90O0000,03,"GSB - Sonderabfall-Entsorgung
Bayern GmbH",119734,GSB Baar-Ebenhausen,92697,Benningen HAPART,3,Sept.,zugeordnet,Output Körper und Organ nur für SNH-BAYDIREK Hapart Direkttransport,Körper und Organabfälle - by-,"0,0010",to,GSB Baar-Ebenhausen,GSB Baar-Ebenhausen,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 912
5275336,14.08.2025 00:00:00,90O0000,03,"GSB - Sonderabfall-Entsorgung
Bayern GmbH",119734,GSB Baar-Ebenhausen,92697,Benningen HAPART,3,Aug.,zugeordnet,Output Körper und Organ nur für SNH-BAYDIREK Hapart Direkttransport,Körper und Organabfälle - by-,"0,0010",to,GSB Baar-Ebenhausen,GSB Baar-Ebenhausen,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 912
5275352,05.09.2025 00:00:00,90O0000,03,"GSB - Sonderabfall-Entsorgung
Bayern GmbH",119734,GSB Baar-Ebenhausen,92697,Benningen HAPART,3,Sept.,zugeordnet,Output Körper und Organ nur für SNH-BAYDIREK Hapart Direkttransport,Körper und Organabfälle - by-,"0,0010",to,GSB Baar-Ebenhausen,GSB Baar-Ebenhausen,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 816
5343498,30.07.2025 00:00:00,11S1042,02,"Infraserv GmbH & Co. Höchst KG
Umweltschutz
Abfall- und Altlastenmanagement
Gebäude D 787",131582,Infraserv GmbH,113739,Schwaigern,4,Juli,erledigt,Output Schwaigern - Sortierreste (DS 831),DS 831 LVP Sortierreste,"16,5400",to,T2C,Infraserv GmbH,11748,,Verwertung,Herkunft/Ziel,PF E 845
5343499,31.07.2025 00:00:00,11S1042,02,"Infraserv GmbH & Co. Höchst KG
Umweltschutz
Abfall- und Altlastenmanagement
Gebäude D 787",131582,Infraserv GmbH,113739,Schwaigern,4,Juli,erledigt,Output Schwaigern - Sortierreste (DS 831),DS 831 LVP Sortierreste,"16,8400",to,T2C,Infraserv GmbH,11748,,Verwertung,Herkunft/Ziel,PF E 869
5368858,04.08.2025 00:00:00,30H2060,02,BEB Bio Energie Baden GmbH,132722,BEB Bio Energie Baden,116201,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn Holz AII Hackschnitzel zu BEB Kehl,Holz AII Hackschnitzel,"0,0000",to,BEB Kehl,BEB Kehl,,,Verwertung,Herkunft/Ziel,
5368863,05.08.2025 00:00:00,30H3030,02,BEB Bio Energie Baden GmbH,132722,BEB Bio Energie Baden,116201,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn Holz AIII Hackschnitzel zu BEB Kehl,Holz AIII Hackschnitzel,"0,0000",to,BEB Kehl,BEB Kehl,,,Verwertung,Herkunft/Ziel,
5356638,05.08.2025 00:00:00,10S1030,01,EEW Energy from Waste Heringen GmbH,125456,EEW,102338,Karlsruhe,824,Aug.,zugeordnet,Output Karlsruhe - gemischte Siedlungsabfälle zu EEW Heringen,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,EEW Heringen,EEW Heringen,10072,,sonstige Stoffleistung,Herkunft/Ziel,
5356434,08.08.2025 00:00:00,10S2020,02,"NTG mbH
Entsorgung-Transporte-Logistik",120715,NTG,109823,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Sonstige Abfälle a.d.mech.Behandlung nach Helmstedt,Gewerbeabfallgemisch nach §4 Abs.1 GewAbfVO (nicht abschliessend behandeltes Gemisch),"0,0000",to,MVA Helmstedt,NTG,9917,,Verwertung,Herkunft/Ziel,
5346966,30.07.2025 00:00:00,10S2020,02,"NTG mbH
Entsorgung-Transporte-Logistik",120715,NTG,109823,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - Sonstige Abfälle a.d.mech.Behandlung nach Helmstedt,Gewerbeabfallgemisch nach §4 Abs.1 GewAbfVO (nicht abschliessend behandeltes Gemisch),"22,9500",to,MVA Helmstedt,NTG,9917,,Verwertung,Herkunft/Ziel,GCZ 07580
5347246,01.08.2025 00:00:00,11S1042,02,HavLog Service GmbH & Co. KG,139093,HavLog,157703,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Sortierreste lose (DS 831) nach Darmstadt,DS 831 LVP Sortierreste lose,"0,0000",to,MHKW Darmstadt,HavLog,,,Verwertung,Herkunft/Ziel,
5356617,06.08.2025 00:00:00,18S1020,02,HavLog Service GmbH & Co. KG,139093,HavLog,157703,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Sperrmüll LK HOH zu Meinhardt Mainz,Sperrmüll kommunal,"0,0000",to,Meinhardt Mainz,HavLog,,,Verwertung,Herkunft/Ziel,
5346973,30.07.2025 00:00:00,10S1040,02,Zeller Recycling GmbH,130725,Zeller,112024,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - gemischte Siedlungsabfälle zur Sortierung nach Mutterstadt,gemischte Siedlungsabfälle zur Sortierung,"23,3400",to,Zeller Mutterstadt,Zeller Recycling,10384,,Verwertung,Herkunft/Ziel,LB PT 7277
5356762,04.08.2025 00:00:00,20P1062,01,KG Ludwig Melosch Vertriebs-GmbH & Co.,125889,Melosch,103090,Bruchsal,504,Aug.,zugeordnet,Output Bruchsal - Bananen-Kartons zu Melosch,Bananen-Kartons,"0,0000",to,Melosch Köln,,,,Verwertung,Herkunft/Ziel,
5346874,01.08.2025 00:00:00,51B1021,02,Schneider & Sohn GmbH & Co.KG,141382,Schneider,133406,Öhringen,295,Aug.,zugeordnet,Output Öhringen - Bauschutt,"Gemische aus Beton, Ziegeln, Fliesen und Keramik","0,0000",to,Schneider & Sohn,Schneider & Sohn,,,Verwertung,Herkunft/Ziel,
5356940,06.08.2025 00:00:00,10S1030,02,BEB Burgenland Ersatzbrennstroff GmbH,142078,BEB,134607,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - gemischte Siedlungsabfälle zur Verwertung,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,BEB Steigra,BEB Steigra,11273,,Verwertung,Herkunft/Ziel,
5356906,07.08.2025 00:00:00,30H3030,02,SWP Stadtwerke Pforzheim GmbH & Co. KG,154943,BMHKW Pforzheim,160839,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Holz AI - AIII Hackschnitzel b.200mm zu BMHKW Pforzheim,Holz AIII Hackschnitzel,"0,0000",to,BMHKW Pforzheim,BMHKW Pforzheim,,,Verwertung,Herkunft/Ziel,
5356767,08.08.2025 00:00:00,20P1030,02,"RecycLog GmbH
Gesellschaft für Recycling und Logistik",155528,RecycLog,161883,Öhringen,295,Aug.,zugeordnet,Output Öhringen - Kartonage B19 Vertragsmenge zu Recyclog,Kartonage B19,"0,0000",to,RecycLog,RecycLog,,,Verwertung,Herkunft/Ziel,
5328523,31.07.2025 00:00:00,41K9014,02,Vogt-Plastic GmbH,150209,Vogt-Plastic,151471,Schwaigern,4,Juli,erledigt,Output Schwaigern - DS 351-0 Formstabile Kunststoffe zu Vogt,DS 351-0 Formstabile Kunststoffe,"19,9100",to,Vogt FSK Anlage,Vogt-Plastic,,,Verwertung,Herkunft/Ziel,ZMY 311CM
5328532,19.08.2025 00:00:00,41K9014,02,Vogt-Plastic GmbH,150209,Vogt-Plastic,151471,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - DS 351-0 Formstabile Kunststoffe zu Vogt,DS 351-0 Formstabile Kunststoffe,"0,0000",to,Vogt FSK Anlage,Vogt-Plastic,,,Verwertung,Herkunft/Ziel,
5368900,06.08.2025 00:00:00,10S1030,12,KURZ Muldendienst West GmbH,100013,MDW,201603,Walldorf,1631,Aug.,zugeordnet,Output FRASSUR - gemischte Siedlungsabfälle nach Offenbach Subunternehmer,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,MVA Offenbach,Kurz,,,Verwertung,Herkunft/Ziel,
5369089,05.08.2025 00:00:00,70M1510,01,RSH,172295,RSH,204536,Kirchberg,923,Aug.,zugeordnet,Blechabfälle E8,Blechabfälle E8,"0,0000",to,RSH,,,,Verwertung,Herkunft/Ziel,
5368967,07.08.2025 00:00:00,10S2020,13,Energieversorgung Offenbach AG,171701,EVO,203077,Frankfurt,1630,Aug.,zugeordnet,Output MDW - Sonstige Abfälle nach Offenbach Walking Floor,Sonstige Abfälle a.d.mech.Behandlung,"0,0000",to,MVA Offenbach,EVO,,Kurz,Verwertung,Herkunft/Ziel,F MD 9682
5347746,30.07.2025 00:00:00,10S2020,12,"Zweckverband für Abfallwirtschaft
Südwestthürigen (ZASt)",173643,Zella-Mehlis,207600,Walldorf,1631,Juli,zugeordnet,Output FRASSUR - Sonstige Abfälle a.d.mech.Behandlung zu Zella-Mehlis,Sonstige Abfälle a.d.mech.Behandlung,"0,0000",to,Zella Mehlis,Zella-Mehlis,,,Verwertung,Herkunft/Ziel,
5352845,11.08.2025 00:00:00,20P2020,04,Essity Operations Mainz-Kostheim GmbH,170059,Essity,200124,AKTA Benningen,792,Aug.,zugeordnet,Output AKTA - Bunte Akten (2.05.00) zu Essity,Bunte Akten (2.05.00) Ausgang,"0,0000",to,Essity,Essity,,,Verwertung,Herkunft/Ziel,
5369324,31.07.2025 00:00:00,55B1010,01,JL Umwelt Consult e.K.,161307,JL,173648,Kirchberg,923,Juli,erledigt,Output Kirchberg - Straßenkehricht,Straßenkehricht,"18,0000",to,JL Saarwellingen,JL,,,Verwertung,Herkunft/Ziel,LB KW 137
5346885,30.07.2025 00:00:00,51B1021,02,JL Umwelt Consult e.K.,161307,JL,173648,Öhringen,295,Juli,zugeordnet,Output Öhringen - Bauschutt,Bauschutt,"0,0000",to,JL Umwelt,JL,,,Verwertung,Herkunft/Ziel,
5346954,31.07.2025 00:00:00,10S1040,13,Umweltdienste Bohn GmbH,165961,Bohn,183536,Frankfurt,1630,Juli,erledigt,Output MDW - gemischte Siedlungsabfälle zur Sortierung zu B+M,gemischte Siedlungsabfälle zur Sortierung,"21,9200",to,B+M Recycling,Bohn,,,Verwertung,Herkunft/Ziel,WI DS 559
